,O1 A,O1 A1,O1 B,O1 C,O2,O3,O4,O4.2,O5 ab,O5 ac,O6,O6.2,O6.3,O7,O8,O9,O9 a,O10,O11,O12,O13,O15,O16,O16.2,O16.3,O17,O18 A,O18 A1,O18 A1A2,O18 ab,O18 ac,O18 B,O18 B1,O19 ab,O20 ab,O20 ac,O21,O22,O23 A,O24,O25,O26,O27,O28 ab,O28 ac,O29,O30,O32,O35,O36,O37,O38,O39,O40,O41,O42,O43,O44,O45,O45 rel,O46,O48,O49,O52,O53,O55,O56,O58,O59,O61,O62,O64,O65,O66,O68,O69,O70,O71,O73,O73 ab,O74,O75,O76,O77,O78,O79,O82,O83,O85,O86,O86.2,O86.3,O87,O88,O90,O91,O96,O97,O98,O99,O100,O101,O102,O103,O104,O105,O107,O108,O109,O110,O111,O112 ab,O112 ac,O113,O114,O115,O116,O117,O118,O119,O120,O121,O123,O124,O125 ab,O126,O126.2,O127,O128 ab,O128 ab.2,O128 ac,O129,O130,O131,O132,O133,O134,O135,O136,O137,O138,O139,O140,O141,O142,O143,O145,O146,O147,O148,O149,O150,O151,O152,O153,O154,O155,O156,O157,O158 ab,O158 ac,O159,O160,O161,O163,O164,O165,O166,O167,O168,O169,O170,O171,O172,O173,O174 ab,O174 ac,O175,O176,O177,O178,O180,O181,O182,O183,O184,O185,O186
O6.3,1.5,1.5,1.97265625,1.75,1.5,2.7116208333333334,2.18042,2.0,1.25,1.5,0.0,0.25,0.0,1.5,1.8445999999999998,2.1875,2.19653375,1.75,1.91693125,1.73828125,2.0,2.0252958333333333,2.1738275,1.97265625,1.97265625,1.75,1.96850625,2.41,2.41,1.71875,1.96850625,1.71875,2.1681999999999997,2.2875,2.0,2.37,2.544954166666667,2.0,2.1875,2.3361125,2.5032875000000003,1.8511916666666668,2.844204166666666,1.75,1.97265625,2.4616800000000003,1.7389833333333335,2.1,2.0380200000000004,2.5208333333333335,1.5,1.75,1.5,1.71875,1.85,1.96411125,1.75,1.75,2.0044625000000003,1.9211291666666668,2.0,1.5,1.966125,2.0,1.25,2.9375,2.294445833333333,1.7708333333333333,1.728515,1.8458750000000002,3.0,2.0,1.75,1.6661450000000002,2.0166674999999996,2.0125,1.703125,1.25,2.2131875,1.4980775,1.8878708333333334,1.989075,1.5,1.73828125,1.5,1.625,1.75,2.1,1.96875,1.96221875,1.72412125,1.96221875,1.75,2.0875,1.7265625,1.9,2.1617125,3.5,1.75,2.5625,1.990235,1.5,2.4342666666666664,1.6901049999999997,1.96875,2.0,1.6,1.75,2.0875,1.96875,2.6046875000000003,1.73957875,1.73957875,1.90692125,1.25,1.75,1.8875,1.65625,2.0,1.49414,2.1625,1.7265625,1.75,3.0,2.2012,1.72917125,1.9000000000000001,1.9453125,1.5,1.4980475,1.5,1.97753875,2.5833333333333335,2.25,1.9921875,1.91875,2.0,2.174805,2.0833333333333335,2.0416666666666665,1.7365724999999999,1.8541666666666667,2.4074999999999998,2.5899125,1.73828125,1.5,2.023808333333333,1.9767000000000001,1.96484375,1.74121125,1.8511916666666668,1.92257,2.0,1.7171625000000001,1.7432299999999998,1.91015625,2.835525,1.9140625,1.5,2.544954166666667,2.4796875000000003,1.75,1.5,2.2619041666666666,1.5,2.6666666666666665,1.75,1.7395625,1.9822699999999998,1.75,2.41,1.94256625,2.1,1.9541674999999998,1.9140625,1.9338875,1.9338875,1.9671875,1.48828125,1.98339875,1.7875,1.737915,1.9609375,1.936204166666667,2.4516,1.75,1.65575,2.0
O7,1.73974625,1.73974625,1.9370725,1.75,1.75,2.6621083333333333,1.75,1.5,1.7236325,1.7207025,1.5,1.5,1.5,0.0,1.875,1.7755200000000002,1.5,1.73706,1.5,1.6875,1.95642125,1.7708333333333333,1.96484375,1.75,1.75,1.7236325,1.92962625,2.325,2.2,1.68847625,1.92962625,1.68847625,2.15602625,2.0625,2.0,2.24,2.361841666666667,2.0005200000000003,2.1875,2.375,2.3782875000000003,1.7916666666666667,3.1938416666666662,1.75,1.75,2.2275,1.9680541666666667,2.225,1.8177075000000003,2.3399125,1.9375,1.9801025,0.75,1.75,1.8645825000000003,1.7109375,1.5,1.74121125,1.8273791666666668,1.9107125,1.953125,1.72461,1.75,2.0,1.740235,2.6085541666666665,2.375,1.9027791666666667,1.5,2.125,3.0065791666666666,1.9140625,2.075,1.7840924999999999,1.6129625,1.6125,1.7109375,1.7238775,1.99294,1.72692875,2.0709250000000003,2.0055541666666667,2.0,1.5,1.95459,1.4265625,1.75,2.225,1.75,1.67578125,1.74877875,1.67578125,1.75,1.7111124999999998,1.5,2.0,1.75,3.375,1.75,2.4365,1.7109375,2.0,2.625,2.075,1.95703125,2.36012,1.7125,1.75,1.8777791666666666,1.75,2.7741208333333334,1.75,1.7109375,1.5,1.4794925,1.75,1.7177075000000002,1.7515625,2.0,1.7396850000000001,1.7927075000000001,1.5,1.75,2.481358333333333,1.75,1.5,2.1125000000000003,1.5,1.95336875,1.95336875,1.95336875,1.6875,2.688595833333333,2.0,1.8041674999999997,1.6395825000000002,1.953125,1.93359375,2.1666666666666665,2.4583333333333335,1.734375,1.5639874999999999,1.9649999999999999,1.8873499999999999,1.96899375,1.94140625,2.0833333333333335,1.7125124999999999,1.75,1.4707025,1.8273791666666668,1.9416674999999999,1.953125,1.875,1.675,1.5,2.5899125,1.5,1.9375,2.419954166666667,2.482454166666667,1.75,1.976685,2.25,1.5,2.523025,1.75,1.75,1.85,1.5,2.24458,1.5,2.027605,1.7880200000000002,1.9933475,1.8847208333333334,1.9680541666666667,1.715625,1.5,1.75,1.7296875,1.7109375,1.75,2.125,1.9522,1.75,1.7307299999999999,2.0
O8,2.1458333333333335,2.1041666666666665,1.8139874999999999,1.9419625,2.013075,3.0,1.5416666666666667,2.0416666666666665,1.8333333333333333,1.625,1.8862666666666665,1.8445999999999998,1.8445999999999998,1.875,0.0,0.6433673333333334,0.6704545833333334,2.1041666666666665,2.0416666666666665,1.5416666666666667,1.778275,1.3333333333333333,2.0416666666666665,1.5416666666666667,1.5416666666666667,1.2514874999999999,2.125,2.625,2.625,2.25,2.125,2.25,2.75,1.2690466666666667,1.6666666666666667,2.5104166666666665,2.96875,1.8375,2.7512250000000003,2.3271599999999997,3.0,1.6666666666666667,3.6,1.7083333333333333,1.5416666666666667,2.7916666666666665,2.3271599999999997,2.0,1.7196066666666667,2.625,2.25,2.25,1.7916666666666667,1.484375,2.1,2.0416666666666665,2.0833333333333335,1.2997458333333334,1.3333333333333333,1.3333333333333333,1.9166666666666667,2.25,1.6287875000000003,1.6666666666666667,2.1875,2.9166666666666665,2.3271599999999997,1.9711933333333331,1.5416666666666667,1.6666666666666667,2.9750166666666664,2.1666666666666665,1.70119,1.2333333333333334,1.3614566666666665,1.3100333333333334,2.2083333333333335,1.8333333333333333,1.753675,1.2127958333333335,2.3333333333333335,2.3333333333333335,1.9166666666666667,0.71883625,1.59375,1.90098,2.3541666666666665,2.0,2.0416666666666665,2.0416666666666665,1.8958333333333333,2.0416666666666665,1.7083333333333333,1.6666666666666667,1.5416666666666667,1.9333333333333333,2.1279749999999997,3.6666666666666665,1.7083333333333333,2.2169125,2.0,2.0,3.0,1.5345233333333332,1.9166666666666667,2.625,1.8666666666666667,1.7864583333333333,2.3333333333333335,1.7864583333333333,3.0,2.2961291666666668,2.2961291666666668,2.25,1.8333333333333333,2.0416666666666665,1.70119,1.8666666666666667,1.7083333333333333,1.875,1.7081899999999999,1.7864583333333333,1.7083333333333333,3.0,2.25,1.7321416666666665,1.6666666666666667,1.3371208333333333,2.1458333333333335,2.1875,2.1458333333333335,1.8348208333333333,3.0,1.9166666666666667,1.4333333333333333,1.8558833333333336,1.9166666666666667,1.8363083333333332,2.0,2.6666666666666665,1.5416666666666667,1.6666666666666667,2.732841666666667,2.5833333333333335,2.125,2.0416666666666665,1.6666666666666667,1.9196416666666665,1.4261375,1.5,1.6666666666666667,1.7176466666666665,2.0416666666666665,2.0416666666666665,1.70119,2.0,3.0,2.25,1.5416666666666667,3.0,3.0,2.2083333333333335,2.25,1.6666666666666667,1.522729166666667,3.0,1.9166666666666667,2.25,1.8333333333333333,2.25,2.0833333333333335,2.25,1.8375,1.7416666666666667,2.0416666666666665,2.25,2.25,1.10119,0.7605029166666667,1.5,1.7666666666666666,1.6287875000000003,2.2961291666666668,2.3333333333333335,2.0833333333333335,1.5,1.6,1.7083333333333333
O9,2.0875,2.0875,1.7635424999999998,1.8875,1.9901049999999998,3.033333333333333,1.4506575,2.05052,1.75,1.55,2.1875,2.1875,2.1875,1.7755200000000002,0.6433673333333334,0.0,0.27631575,2.0375,1.95,1.5,1.7380200000000001,1.4,2.0,1.475,1.5,1.4255200000000001,2.07552,2.57543,2.57543,2.2,2.02552,2.175,2.7,1.2,1.675,2.48393,2.85,1.6,2.7,2.3710533333333332,3.0,1.6666666666666667,3.7,1.65,1.5,2.775,2.3043866666666664,2.0,1.6,2.55,2.25,2.25,1.75,1.6256574999999998,2.0,2.0,1.9,1.40052,1.4,1.4,1.9,2.2020825000000004,1.6256574999999998,1.6,2.1875,2.9166666666666665,2.3043866666666664,2.1166666666666667,1.65,1.8666666666666667,2.9569433333333337,2.1,1.6,1.2,1.3625,1.0,2.15,1.8,1.925,1.425,2.45,2.3333333333333335,1.9,0.9256575,1.575,1.934,2.325,2.0,2.0541674999999997,2.0,1.8901049999999997,2.0,1.65,1.6666666666666667,1.5,1.8,2.1255200000000003,3.6,1.65,2.25043,1.925,2.0,3.15,1.4,1.9,2.55,1.8,1.73125,2.3333333333333335,1.73125,3.1166666666666667,2.3,2.3,2.2,1.8,1.9,1.6,1.8,1.65,2.0541674999999997,1.4,1.73125,1.65,3.1,2.25,1.8901049999999997,2.0350866666666665,1.2763149999999999,2.1625,2.1875,2.1875,1.775,3.183333333333333,1.9,1.39375,1.6,1.9,1.7760424999999997,2.0,2.6666666666666665,1.6,1.7752450000000002,2.6125,2.5166666666666666,2.02552,2.0541674999999997,1.8666666666666667,1.9255200000000001,1.4256575,1.425,1.6666666666666667,1.5768,2.0,2.0005200000000003,1.6,1.95,2.933333333333333,2.2,1.6,3.0,3.1166666666666667,2.15,2.25,1.8666666666666667,1.5,3.066666666666667,1.9,2.2,1.7932000000000001,2.2,2.00043,2.2,1.6,1.6,2.0005200000000003,2.183333333333333,2.25,1.0,0.9256575,1.45,1.6,1.6256574999999998,2.3,2.45,1.975,1.45,1.5882809999999998,1.65
O9 a,1.9609375,1.9609375,1.5,1.728515,1.9580075,2.9583333333333335,1.25,1.75,1.75,1.5,2.19653375,2.19653375,2.19653375,1.5,0.6704545833333334,0.27631575,0.0,1.97168,1.75,1.25,1.5,1.3371208333333333,1.75,1.25,1.25,1.25,1.953125,2.45,2.45,2.0,1.953125,2.0,2.5,1.4,1.75,2.6,2.751095833333333,1.725,2.5,2.294445833333333,2.9166666666666665,1.5833333333333333,3.6467375000000004,1.5,1.25,2.5,2.294445833333333,2.0,1.6857525,2.5427625,2.1875,2.1875,1.5,1.5,1.95,1.75,1.75,1.25,1.3371208333333333,1.3371208333333333,1.75,2.19628875,1.5,1.5,2.1885375,2.7927625,2.294445833333333,2.0625,1.5,1.8333333333333333,2.927633333333333,2.0,1.7,1.34408,1.5652775,1.2763149999999999,2.0,1.75,1.75,1.25,2.3958333333333335,2.25,1.75,0.75,1.5,1.9173925,2.25,2.0,1.97265625,1.75,1.7236325,1.75,1.5,1.5833333333333333,1.25,1.9,2.0,3.5,1.5,2.0,1.75,2.0,3.2291666666666665,1.5506575,1.75,2.425,1.79375,1.5,2.25,1.5,3.0625,2.2109375,2.2109375,2.0,1.75,1.75,1.7,1.79375,1.5,1.9982912499999999,1.7010874999999999,1.5,1.5,3.0416666666666665,2.0,1.7236325,1.9805541666666666,1.0,2.1885375,2.1885375,2.1885375,1.5,3.1458333333333335,1.75,1.4317875,1.7380425,1.75,1.5,2.0,2.6666666666666665,1.5,1.7323708333333332,2.4935,2.4594291666666668,1.953125,1.97265625,1.8333333333333333,1.75,1.25,1.25,1.5833333333333333,1.66413,1.75,1.75,1.7,1.75,2.8333333333333335,2.0,1.5,2.9166666666666665,3.0625,2.0,2.1875,1.8333333333333333,1.25,2.9583333333333335,1.75,2.0,1.830435,2.0,1.75,2.0,1.725,1.6,1.75,2.1680541666666664,2.1263875,1.0317875,0.75,1.25,1.73125,1.5,2.2109375,2.3958333333333335,1.75,1.25,1.56579,1.5
O10,1.0,1.0,1.23034625,0.9857325,1.25,2.125,1.5,1.69140625,2.0,1.98535125,1.75,1.75,1.75,1.73706,2.1041666666666665,2.0375,1.97168,0.0,1.98828125,1.75,1.24902375,1.6666666666666667,1.96875,1.70703125,1.9375,2.25,1.7062525,1.9935749999999999,2.20538,1.6870112499999999,1.7062525,1.6870112499999999,1.975,1.8625,2.25,2.375,2.5833333333333335,2.075,2.215,2.25,2.273025,1.4583333333333333,3.426629166666667,1.5,1.73828125,2.1932125,2.2305541666666664,2.39375,1.3181425,2.4418875,1.75,1.9609375,1.4963375,1.75,1.528125,1.5,1.75,2.203125,1.7708333333333333,1.6666666666666667,2.25,1.6971125,1.953125,1.5,1.5,2.273025,2.0263875,2.2217583333333333,1.75,2.1666666666666665,2.9583333333333335,1.46875,2.2375,1.8375,2.2375,1.5625,1.75,1.75,2.46,1.97558625,2.2217583333333333,1.5,2.25,2.1875,2.0,1.8125,2.234375,2.49375,1.7265625,1.5,1.25,1.5,1.5,1.8805541666666665,1.9375,2.2,2.20849625,2.6658125,1.5,2.25,1.0,2.5,2.75,2.190105,2.0,1.7416274999999999,2.075,1.75,1.8388875,1.5,2.6315791666666666,2.19043,2.2207025,1.75,2.0,1.72168,2.225,2.05,1.488525,1.67871125,1.6630200000000002,2.0,1.75,2.75,2.21,1.25,1.7138875,1.9375,1.7480475,1.75,1.7480475,1.0,2.8793875,2.25,1.8125,1.6375,2.25,1.4781499999999999,2.46875,2.6979166666666665,1.25,1.3958333333333333,2.223,2.1896916666666666,1.92926,1.9907225,2.0416666666666665,1.72461,1.72265625,1.24414,1.7916666666666667,1.293055,1.9140625,1.9585575,2.2375,1.21875,2.2083333333333335,1.7363275,1.98535125,2.6502208333333335,2.6458333333333335,1.72168,1.70703125,2.0416666666666665,1.9375,2.875,2.25,1.703125,1.9875,1.9721674999999999,2.4105,1.934815,2.1,1.9,1.9585575,2.0416666666666665,1.7555541666666665,2.0375,2.1875,1.25,2.23802,1.9375,2.16015625,2.137779166666667,2.4665,1.7265625,2.0375,1.75
O11,1.9765625,1.9765625,2.21289,1.99707,1.978515,2.7871083333333337,1.75,1.5,1.7109375,1.9140625,1.91693125,1.91693125,1.91693125,1.5,2.0416666666666665,1.95,1.75,1.98828125,0.0,1.75,2.25,2.0252958333333333,1.97583,1.75,1.75,1.99578875,1.97522,2.4,2.4,1.6875,1.97522,1.6875,2.1550000000000002,2.35,2.25,2.46,2.7565791666666666,1.8760424999999998,2.15,2.379166666666667,2.5921041666666667,1.8690458333333335,2.9465583333333334,2.0,2.0,2.2199999999999998,2.2958333333333334,2.125,2.134375,1.9802625,1.7236325,1.8928224999999999,1.5,2.0,1.7625,1.99902375,0.5,2.0,2.0252958333333333,2.0252958333333333,1.5,1.73046875,1.75,2.0,1.94628875,2.357454166666667,2.504166666666667,1.8752791666666664,1.4375,1.842475,3.0833333333333335,1.9453125,2.05,2.053125,2.1625,2.20052,1.5,1.7109375,2.435,1.94586125,1.9236125,2.074075,1.75,1.94140625,1.75,2.0,2.0,2.125,1.9479975,1.7483825,1.75,1.7483825,1.70703125,1.7708333333333333,1.5,2.125,2.0,3.446425,1.75,2.675,2.0,1.75,2.4488125000000003,1.9645825000000001,1.75,2.3975,1.65,1.75,1.8777791666666666,1.75,2.4451750000000003,1.25,1.25,1.25,1.953125,1.72583,1.9276049999999998,1.575,2.0,1.75,2.2,1.75,1.75,2.4616208333333334,1.5,1.9892575,2.316666666666667,1.9226075,1.47265625,1.45806875,1.47265625,1.99902375,2.3247916666666666,1.97383125,2.05,2.1052075,1.5,2.1711425,2.2916666666666665,2.375,1.9707025,2.0461291666666668,2.4050000000000002,2.4396916666666666,1.72784375,1.9448237499999999,2.0833333333333335,1.75,1.9609375,2.0,1.8273791666666668,2.3546875,2.1711425,2.1711425,2.15,1.74902375,2.5668875,1.0,1.67578125,2.2565791666666666,2.611841666666667,1.25,1.5,2.25,1.75,2.544954166666667,2.0,1.48754875,2.275,1.0,1.9425,1.5,1.69375,1.9375,1.98059125,1.8283333333333331,2.0779625,1.8515625,1.75,2.0,2.0,2.0,1.5,2.0,1.9738,1.7129512500000001,1.6052075000000001,1.75
O12,1.75,1.75,1.75,1.75,1.9624025,2.7083333333333335,0.5,1.0,1.75,1.5,1.73828125,1.9140625,1.73828125,1.6875,1.5416666666666667,1.5,1.25,1.75,1.75,0.0,1.5,0.9671141666666667,1.5,1.0,1.0,1.5,1.71630875,1.9675,2.2199999999999998,1.73828125,1.71630875,1.73828125,2.23,1.625,1.75,2.6425,2.5021916666666666,1.576315,2.1875,2.1875,2.0208333333333335,1.372075,3.298008333333333,1.2415125,1.0,1.99852,1.8333333333333333,1.90625,1.8625,2.6907875000000003,2.1875,1.8984375,1.6875,1.25,1.725,1.5,2.0,1.5,1.2916666666666667,1.0,1.5,1.99273625,1.5,1.5,1.97992,2.7116208333333334,2.125,2.2708333333333335,1.5,1.8229166666666667,2.9594291666666663,1.7324225,1.75,1.3625,2.01389,1.475,2.0,1.75,2.0,1.97753875,1.8777791666666666,2.125,1.75,1.0,1.5,1.8940224999999997,2.0,1.95625,1.7265625,1.75,1.75,1.75,1.5,2.0833333333333335,1.25,1.79375,1.75,3.5,1.25,2.25,1.5,1.5,2.6458333333333335,1.0125,1.75,2.25,1.803125,1.0,2.0416666666666665,1.25,2.7719291666666663,2.18847625,2.2109375,1.75,1.5,1.75,1.1554024999999999,1.79375,1.25,1.9514162499999999,1.875,1.5,1.0,2.875,2.25,1.488525,1.8763874999999999,1.25,1.9739375,1.9739375,1.9739375,1.5,2.6458333333333335,1.5,1.46579,1.7782600000000002,1.5,1.5,2.0,2.1458333333333335,1.25,1.7323708333333332,2.496,2.648025,1.75,1.75,1.71875,1.9609375,1.5,1.0,1.4166666666666667,1.7402175,1.5,1.5,1.6625,1.75,2.751095833333333,1.5,1.45833375,2.8344291666666663,2.4583333333333335,1.75,1.9111325,1.6770833333333333,1.25,2.6491208333333334,1.5,1.75,1.7,1.75,2.0,1.75,1.575,1.275,1.7109375,2.2111125,1.9819458333333333,1.5407899999999999,1.5,0.75,1.68125,1.25,1.75,2.1875,2.0,1.25,1.6125,1.25
O13,1.0,1.0,1.0,1.22168,1.25,2.4583333333333335,1.25,1.25,2.21875,1.9765625,2.0,1.97753875,2.0,1.95642125,1.778275,1.7380200000000001,1.5,1.24902375,2.25,1.5,0.0,1.6264874999999999,1.75,1.5,1.75,1.5,1.25,1.72,1.9649999999999999,1.72265625,1.25,1.72265625,2.0,1.2375,2.203125,2.4375,2.8541666666666665,2.15,2.1825,1.9875,2.5899125,1.7127958333333335,3.58605,1.75,1.5,2.43772125,2.2291666666666665,2.54375,0.9966149999999999,2.398025,2.25,2.0,1.75,1.75,2.0270825,1.484375,2.1640625,1.737305,1.8348208333333333,1.6264874999999999,2.25,1.75,1.75,2.0,1.25,2.6951750000000003,2.0680541666666667,2.3597208333333333,2.1640625,2.3541666666666665,2.5296041666666667,1.75,2.25,1.8411450000000003,2.0091725,1.415625,1.98828125,1.96875,2.1675,1.7167975,2.3597208333333333,1.9375,2.25,1.75,2.0,1.9921875,2.22180125,2.38125,1.96972625,1.96972625,1.5,1.96972625,2.0,2.1736125,1.75,2.275,1.978515,3.0,1.75,1.5,1.25,2.5,3.0,1.8010424999999999,2.25,1.5,2.1401049999999997,2.0,2.1083333333333334,1.75,2.8782875000000003,1.99194375,2.23046875,1.9892575,2.21875,1.95703125,2.05,2.0401049999999996,1.75,1.75,1.408615,2.0,2.0,2.8991208333333334,2.2343,1.46875,1.62815,1.5,2.0,2.0,2.0,0.75,3.1875,2.25,1.440105,1.2625,2.25,0.75,2.5104166666666665,2.6145833333333335,1.25,1.3811666666666664,2.2432,2.4440791666666666,1.5,1.96972625,2.084820833333333,1.5,1.25,1.24609375,1.9583333333333333,0.9,1.75,1.70703125,2.225,1.23400875,3.0,1.9892575,1.96875,2.625,2.7719291666666663,1.95703125,2.1796875,2.1264875,1.75,2.8157875000000003,2.25,2.2050775,1.8973099999999998,1.9892575,2.4524999999999997,1.99243125,2.27552,2.1875,1.70703125,2.1875,2.0055541666666667,1.8151049999999997,1.75,1.25,2.225,1.75,1.981445,2.3180541666666667,2.4375,1.75,2.1401049999999997,1.9765625
O15,1.7991083333333335,1.715775,1.8333333333333333,1.7083333333333333,1.9166666666666667,2.3333333333333335,0.9671141666666667,1.3726625,1.5,1.3333333333333333,2.0252958333333333,1.8794625,2.0252958333333333,1.7708333333333333,1.3333333333333333,1.4,1.3371208333333333,1.6666666666666667,2.0252958333333333,0.9671141666666667,1.6264874999999999,0.0,1.9241083333333335,1.4261375,1.4261375,2.0416666666666665,1.8764874999999999,2.2928916666666663,2.5245083333333334,2.0625,1.8764874999999999,2.0625,2.5625,1.5333333333333334,1.8333333333333333,2.6302083333333335,2.3333333333333335,1.6666666666666667,2.125,2.2777783333333335,2.0,1.0,3.56,1.2916666666666667,1.3242083333333332,2.125,1.9722216666666668,1.9333333333333333,1.6,2.3333333333333335,1.9196416666666665,1.9642875,1.8722375,1.2200416666666667,1.6333333333333333,1.7351208333333332,1.9166666666666667,2.0416666666666665,1.0,0.6666666666666666,1.75,1.938775,1.6287875000000003,1.3333333333333333,1.9089083333333334,2.3333333333333335,2.0,2.0,1.9166666666666667,1.6666666666666667,2.9500333333333337,1.5416666666666667,1.70119,1.2666666666666666,2.2675,1.4,1.9166666666666667,1.5423541666666667,2.5208333333333335,2.0208333333333335,2.0,2.0,1.8333333333333333,1.5416666666666667,1.5572916666666667,1.75392,1.8839291666666667,1.8,1.8076125,1.7544625,1.6187291666666666,1.6711291666666668,1.4166666666666667,1.6666666666666667,1.2184916666666668,1.5333333333333334,1.875,3.3333333333333335,1.4166666666666667,2.3345583333333333,1.5892875,2.0,2.996093333333333,1.4880966666666666,1.7447916666666667,2.2708333333333335,1.6541666666666666,1.42235,1.6666666666666667,1.460229166666667,2.6666666666666665,2.0639875,2.0625,1.7142875,1.5840208333333334,1.7098208333333333,1.5345233333333332,1.5875,1.4166666666666667,1.9532333333333334,1.8,1.585229166666667,1.4166666666666667,2.3333333333333335,2.310625,1.3316333333333332,1.3333333333333333,1.1287874999999998,1.8731916666666668,1.831525,1.9148583333333333,1.6056541666666666,2.996093333333333,1.5572916666666667,1.3023799999999999,1.82353,1.7916666666666667,1.6696416666666665,1.3333333333333333,2.3333333333333335,1.3798208333333335,1.5902775,2.4056374999999997,2.3333333333333335,1.7931541666666666,1.8492791666666666,1.3333333333333333,1.8809541666666665,1.5416666666666667,1.257575,1.0,1.7696066666666668,1.7127958333333335,1.875,1.52551,1.75,2.3333333333333335,1.8184541666666665,1.5037875000000003,2.6666666666666665,2.6666666666666665,1.7098208333333333,1.8048458333333333,1.3333333333333333,1.4261375,2.3333333333333335,1.7916666666666667,2.0625,1.6333333333333333,1.8601208333333332,2.4227958333333333,1.7351208333333332,1.5666666666666667,1.35119,1.875,1.8333333333333333,1.5833333333333333,1.4333333333333333,1.5416666666666667,0.72417375,1.6791666666666667,1.6287875000000003,2.0625,2.0,2.2340666666666666,1.257575,1.3702366666666668,1.4166666666666667
O16,1.95703125,1.95703125,1.75,1.75,2.0,2.75,1.25,1.25,2.1875,2.0,2.1738275,2.1738275,2.1738275,1.96484375,2.0416666666666665,2.0,1.75,1.96875,1.97583,1.5,1.75,1.9241083333333335,0.0,0.75,0.5,1.5,1.5,1.25,1.25,1.677735,1.5,1.677735,1.75,2.025,2.25,2.65,2.875,1.8401049999999999,1.9981,2.2083333333333335,2.6052625,2.0833333333333335,3.235508333333333,1.75,1.5,2.2075,2.3958333333333335,2.2651049999999997,1.9880200000000001,2.9407875000000003,2.20703125,1.981445,1.9698487500000001,2.0,2.225,1.5,2.0,1.73269625,1.9598208333333333,1.9181541666666666,1.9609375,2.24243125,2.0,2.0,1.9968412500000001,2.735745833333333,2.4791666666666665,2.525,1.9546812500000001,2.375,2.4375,1.75,2.075,1.8395825000000001,2.1171300000000004,2.0,1.75,2.21875,1.9987724999999998,1.75,2.1722208333333333,2.375,2.25,1.74609375,2.25,2.04427,2.234375,2.090105,1.934815,1.75,1.9140625,1.75,1.75,2.3333333333333335,1.75,2.4,2.1484375,3.5,2.0,2.0,1.75,2.0,2.8991208333333334,1.925,2.25,2.46034,2.2125,1.75,2.2083333333333335,2.0,2.7094291666666663,2.140625,2.140625,2.21289,1.9765625,2.0,2.0375,2.1875,2.0,1.953125,1.95,2.0,1.5,2.2403625,2.0,1.9442137499999999,2.2125,1.75,1.9995112499999999,1.9995112499999999,1.9995112499999999,1.5,2.9407875000000003,2.0,1.8390625,1.9770825000000003,1.9609375,1.0,2.5,2.3645833333333335,2.0,1.9806541666666666,2.46528,2.8344291666666663,1.93066375,2.0,2.3333333333333335,1.97265625,2.0,1.6875,2.125,2.0161450000000003,1.75,1.703125,2.0,1.75,2.7291666666666665,1.9895025,2.0,2.3552625,2.9594291666666663,2.0,1.95703125,2.3333333333333335,1.5,2.2403625,2.0,1.75,1.9177075000000001,2.0,2.1875,2.1542975,2.0005200000000003,1.825,1.6875,2.2916666666666665,2.2083333333333335,2.0390625,2.0,1.75,2.2255200000000004,1.95703125,1.89453125,2.4833333333333334,2.1875,1.75,2.190105,1.5
O16.2,1.7109375,1.7109375,1.75,1.75,1.9375,2.9583333333333335,0.75,1.25,1.75,1.5,1.97265625,1.97265625,1.97265625,1.75,1.5416666666666667,1.475,1.25,1.70703125,1.75,1.0,1.5,1.4261375,0.75,0.0,0.25,1.75,1.25,1.75,1.75,1.4375,1.25,1.4375,1.9375,1.35625,1.75,2.6425,2.8344291666666663,1.4927625,2.1875,2.2722208333333334,2.5416666666666665,1.5643958333333334,3.482791666666667,1.25,1.0,2.415,2.25,1.9,1.73913,2.876095833333333,2.1875,1.9375,1.72587625,1.5,1.95,1.5,2.0,1.7392575,1.4185625000000002,1.4185625000000002,1.5,2.0,1.25,1.5,1.9375,2.6524125,2.3541666666666665,2.3958333333333335,1.703125,1.8333333333333333,2.6875,1.980225,1.55,1.3515225000000002,2.0416675,1.4552625,2.0,1.5,2.2401512500000003,1.9423825,2.0847208333333334,2.1875,1.75,1.25,1.75,1.7048925000000001,2.0,1.86875,1.7109375,1.75,1.75,1.75,1.25,2.25,1.25,1.9,2.0,3.25,1.5,2.25,1.5,1.5,2.9791666666666665,1.55,1.75,2.3680000000000003,1.540625,1.25,2.0416666666666665,1.5,2.7302625,2.0,2.0,2.0,1.5,2.0,1.528125,1.565625,1.5,1.5,1.689675,1.5,1.0,2.4375,2.23,1.703125,2.0847208333333334,1.25,1.9739375,1.9739375,1.9739375,1.4892575,2.9375,1.5,1.296875,1.5875,1.5,1.6988987500000001,2.0,2.4583333333333335,1.25,1.4439083333333336,2.4325,2.8333333333333335,1.75,1.9963375,1.8333333333333333,1.9301762500000001,1.49177,0.99177,1.5833333333333333,1.689675,1.75,1.72192375,1.475,1.5,2.751095833333333,1.75,1.5,2.5833333333333335,2.9166666666666665,2.0,2.18042,1.8333333333333333,1.0,2.4375,1.5,1.75,1.6048925,1.99316375,2.0,1.9765625,1.576315,1.4,1.5,2.1680541666666664,2.1680541666666664,1.484375,1.5,1.25,1.75625,1.4839674999999999,1.75,2.3958333333333335,2.0,1.25,1.6125,1.0
